MaxTenuringThreshold,ParallelGCThreads,avgGCPause,avgPromotion,promotionTotal,totalHeapUsedMaxpc,totalHeapUsedMax,totalYoungUsedMax,totalYoungUsedMaxpc,totalTenuredUsedMax
10,12,0.02917,0.9999989364615451,0.9999985132665885,0.9252873563218391,0.928395061728395,0.9263209260597306,0.925343811394892,2.3067374411080144e-05
10,8,0.0274,0.9999984332584332,0.9999978065957857,0.9770114942528738,0.978835978835979,0.9781394505509832,0.9783889980353635,1.3150559243703397e-05
7,20,0.03037,0.999999386927213,0.9999991425903382,0.9310344827586208,0.934920634920635,0.9330853846938297,0.9332023575638508,1.9402464457932145e-06
10,4,0.03058,0.9999987079326209,0.9999981933310509,0.9827586206896552,0.9871252204585538,0.9866984062178318,0.9862475442043221,1.9402464457918267e-05
10,24,0.03323,0.9999989430537256,0.9999985224954983,0.9827586206896552,0.9869488536155203,0.9864975283325669,0.9862475442043221,1.9186881519493715e-05
13,12,0.03009,0.9999987628674585,0.9999982702386321,0.9022988505747127,0.9022927689594357,0.8995971030836839,0.8998035363457761,4.74282464527076e-06
4,20,0.03266,0.9999994550464116,0.9999992366373232,0.8793103448275863,0.8807760141093476,0.8774827845478718,0.8781925343811396,2.3067374411080144e-05
13,8,0.02878,0.9999990507260073,0.9999986723554135,0.913793103448276,0.9178130511463846,0.9154836637735301,0.9155206286836934,9.701232228959134e-06
13,4,0.03171,0.9999989870015957,0.9999985818242036,0.9770114942528738,0.9793650793650793,0.9787598353634558,0.9783889980353635,6.467488152639422e-06
1,24,0.03256,0.9999992528862094,0.9999989553753121,0.9425287356321841,0.946384479717813,0.9448067632631479,0.9449901768172888,1.3150559243703397e-05
13,24,0.03018,0.9999998593668159,0.9999998026771204,0.9827586206896552,0.9850088183421518,0.9846407211171927,0.9842829076620825,1.9186881519493715e-05
16,12,0.03385,0.9999989672250542,0.9999985554558901,0.9770114942528738,0.980599647266314,0.9800045899419411,0.9803536345776032,6.467488152639422e-06
1,20,0.02915,0.9999994462568376,0.9999992269689415,0.8620689655172415,0.8666666666666668,0.862938790932492,0.8624754420432219,1.8324549765809384e-05
16,8,0.03115,0.9999986881560794,0.9999981638864341,0.9770114942528738,0.9811287477954146,0.980513033786791,0.9803536345776032,1.3150559243703397e-05
16,4,0.02861,0.9999992397018485,0.9999989373569645,0.9597701149425288,0.9624338624338625,0.961442132950005,0.9607072691552063,4.3116587684216556e-07
4,24,0.02787,0.9999992946366859,0.9999990133856019,0.9310344827586208,0.9320987654320988,0.9302519015926592,0.9292730844793713,1.0779146921088834e-06
16,24,0.03204,0.9999993583610975,0.999999102598396,0.9310344827586208,0.9313932980599647,0.9294396956075125,0.9292730844793713,1.7677800950549605e-05
7,24,0.03193,0.9999994836125271,0.9999992775082092,0.9770114942528738,0.9820105820105821,0.9815013022647036,0.982318271119843,0.0
16,20,0.03056,0.9999996418248592,0.999999498562571,0.9712643678160919,0.9763668430335098,0.9756780172030445,0.9764243614931236,1.897129858108304e-05
1,4,0.02897,0.9999987255117689,0.9999982161835893,0.9482758620689657,0.9495590828924162,0.9480758742399381,0.9489194499017684,1.5521971566331838e-05
16,16,0.03027,0.9999989342641517,0.9999985093113415,0.9425287356321841,0.9432098765432099,0.9415541355032734,0.9410609037328095,7.545402844748306e-06
10,20,0.03255,0.9999994572438051,0.999999241471514,0.9195402298850577,0.924867724867725,0.9228067404402324,0.9233791748526523,4.958407583695312e-06
7,4,0.02989,0.9999990968712708,0.9999987356393659,1.0,1.0,1.0,1.0,1.1857061613169961e-05
10,16,0.02917,0.9999996506144333,0.999999510428312,0.9425287356321841,0.9449735449735449,0.9434051464225895,0.9430255402750491,2.0695962088444764e-05
13,20,0.03337,0.9999999626443106,0.9999999472633729,0.9367816091954022,0.9377425044091711,0.9360324389708895,0.9351669941060905,1.2072644551594514e-05
4,4,0.02805,0.9999989166850036,0.999998482943028,0.9482758620689657,0.9506172839506174,0.9491809743102725,0.9489194499017684,2.198945971897126e-05
13,16,0.0307,0.9999993583610975,0.9999991017194522,0.9655172413793103,0.970899470899471,0.9700413004207568,0.9705304518664046,2.0049213273184985e-05
7,16,0.02677,0.999998756275278,0.9999982588123629,0.9770114942528738,0.9820105820105821,0.981392983982117,0.982318271119843,1.2503810428436679e-05
4,8,0.02824,0.9999989891989892,0.9999985870978664,0.9827586206896552,0.9853615520282187,0.9848934033984772,0.9842829076620825,1.509080568951049e-06
1,12,0.02957,0.9999987672622455,0.9999982741938791,0.9827586206896552,0.9869488536155203,0.9865285022896276,0.9862475442043221,1.0779146921088834e-06
4,16,0.02815,0.9999995231656101,0.9999993328816675,0.9655172413793103,0.9659611992945326,0.9650617387040606,0.9646365422396856,2.1558293842177667e-06
7,8,0.02848,0.9999992550836029,0.9999989575726715,0.9195402298850577,0.9201058201058202,0.9178250051125142,0.9174852652259333,2.134271090371148e-05
4,12,0.02978,0.9999992902418989,0.9999990063540516,0.9655172413793103,0.970194003527337,0.9693582431571556,0.9685658153241652,2.0695962088444764e-05
1,16,0.02857,0.9999998351954874,0.9999997688377846,0.9655172413793103,0.970194003527337,0.9694080550764052,0.9685658153241652,1.3797308058970115e-05
7,12,0.03281,0.9999995539291192,0.9999993772683287,0.9655172413793103,0.9693121693121695,0.9684806477071032,0.9685658153241652,2.0049213273184985e-05
1,8,0.02813,1.0,1.0,0.9597701149425288,0.9606701940035273,0.9596478170515076,0.9587426326129667,1.2719393366861231e-05
