MaxTenuringThreshold,ParallelGCThreads,avgGCPause,avgPromotion,promotionTotal,totalHeapUsedMaxpc,totalHeapUsedMax,totalYoungUsedMax,totalYoungUsedMaxpc,totalTenuredUsedMax
10,4,0.21015,0.9999569137376163,0.9883834936062841,0.983277591973244,0.9814814814814815,0.9999972256817972,1.0,0.13972469196431841
7,20,0.22059,0.9999585109083665,0.9883860209279964,0.9799331103678929,0.9812768569674647,0.999997114709069,1.0,0.13949531171783813
10,8,0.14916,0.9999336306349882,0.9883830137625569,0.9999999999999999,0.9997953754859833,0.999999001245447,1.0,0.14678460203173985
1,24,0.26639,0.9999890592705145,0.9884343275125194,0.983277591973244,0.9814814814814815,0.9999987792999906,1.0,0.13971067907332105
13,4,0.20498,0.9999556285314418,0.9883814617612167,0.9799331103678929,0.9812768569674647,0.9999988902727187,1.0,0.1392734768742026
13,8,0.14861,0.9999572476715284,0.9883840216515078,0.983277591973244,0.9828115408225905,0.999997114709069,1.0,0.13933879850454428
4,20,0.17963,0.9999175996102782,0.9883876649898525,0.9999999999999999,1.0,0.999997114709069,1.0,0.14720046151995456
1,4,0.18607,0.9999905465945831,0.9884366776611632,0.9799331103678929,0.9812768569674647,0.9999976695727096,1.0,0.13945025488370807
4,24,0.278,0.999956116250708,0.9883822325509142,0.9866220735785954,0.9858809085328423,0.999999001245447,1.0,0.13943688874152596
16,4,0.18847,0.999933727300068,0.988383185290405,0.9999999999999999,0.9997953754859833,0.9999972256817972,1.0,0.14678869810756984
4,4,0.19791,0.9999534535671465,0.988378023822042,0.9799331103678929,0.9812768569674647,0.9999993341636314,1.0,0.13927175221069524
16,8,0.16909,0.9999648358802921,0.9883960242584028,0.9866220735785954,0.986597094331901,0.999997114709069,1.0,0.13930840131022684
1,20,0.18954,0.9999794125349379,0.9884644586588516,0.9999999999999999,1.0,0.9999987792999906,1.0,0.14725004559579147
7,24,0.25286,0.9999377960211538,0.9883904246340934,0.9999999999999999,0.9997953754859833,0.9999975585999815,1.0,0.14672617905542765
7,4,0.18653,0.9999353574248226,0.9883860860651539,0.9999999999999999,0.9998976877429916,0.9999972256817972,1.0,0.1468852792639826
7,8,0.16755,0.9999560701151018,0.9883821613342886,0.983277591973244,0.9819930427665234,0.999999001245447,1.0,0.13939829939554854
10,20,0.20235,0.9999385100245841,0.988391695242913,0.9999999999999999,0.9997953754859833,0.9999977805454375,1.0,0.14679365651515353
10,16,0.17939,0.9999585680286409,0.9883861125542647,0.983277591973244,0.9814814814814815,0.999999001245447,1.0,0.1398266626941917
4,8,0.15689,0.9999587899189377,0.9883864634264199,0.9866220735785954,0.9856762840188255,0.9999988902727187,1.0,0.13996786951885767
13,20,0.22224,0.9999569027529481,0.9883834779733662,0.9899665551839466,0.9881317781870268,0.9999975585999815,1.0,0.1393532425614185
13,16,0.18425,0.9999603936804888,0.9883889981303434,0.9899665551839466,0.9893595252711275,0.999999001245447,1.0,0.139329959604069
1,8,0.12919,0.9999654224615717,0.9884821920328665,0.9999999999999999,0.9998976877429916,0.9999972256817972,1.0,0.15737640737931774
16,20,0.20235,0.9999352827290792,0.988385954053848,0.9999999999999999,0.9998976877429916,0.999999001245447,1.0,0.1468458275862515
16,16,0.17439,0.9999553605055388,0.9883810405409313,0.983277591973244,0.9822999795375486,0.9999987792999906,1.0,0.13944378739555544
16,12,0.17112,0.9999577705417326,0.9883848501961516,0.983277591973244,0.9822999795375486,0.9999985573545346,1.0,0.13961345116809304
7,16,0.1788,0.9999555164878267,0.988381285022396,0.9799331103678929,0.9812768569674647,0.999997114709069,1.0,0.13932500119648528
16,24,0.28523,0.9999594511959609,0.9883875064894359,0.9799331103678929,0.9812768569674647,0.9999976695727096,1.0,0.13949832987897604
4,16,0.13649,0.9999192868553072,0.9883909965383366,0.9999999999999999,0.9997953754859833,1.0,1.0,0.14673609587059505
1,12,0.15362,0.999997745946094,0.988448062333557,0.983277591973244,0.981379169224473,0.9999992231909033,1.0,0.1402957711681965
10,12,0.19358,0.9999560349641636,1.0,0.9999999999999999,1.0,1.0,1.0,0.15737640737931774
1,16,0.16398,1.0,0.988451627073065,0.983277591973244,0.9844485369347248,0.999997114709069,1.0,0.13929848449505947
4,12,0.18579,0.9999596423291869,0.9883878117655809,0.983277591973244,0.9839369756496829,0.9999986683272627,1.0,0.1397477593387295
10,24,0.28042,0.9999579309178878,0.9883851033625706,0.983277591973244,0.9824022917945571,0.999997114709069,1.0,0.13959253962306617
13,12,0.16804,0.9999596774801249,0.9883878643095546,0.983277591973244,0.9814814814814815,0.9999972256817972,1.0,0.13976328131029583
7,12,0.16018,0.9999580803093747,0.9883853391590809,0.9799331103678929,0.9812768569674647,0.9999988902727187,1.0,0.13933793617279058
13,24,0.27699,0.9999597455850675,0.988387974174227,0.9966555183946487,0.9953959484346225,0.9999987792999906,1.0,0.13936057238132482
