MaxTenuringThreshold,ParallelGCThreads,avgGCPause,avgPromotion,promotionTotal,totalHeapUsedMaxpc,totalHeapUsedMax,totalYoungUsedMax,totalYoungUsedMaxpc,totalTenuredUsedMax
10,20,0.01203,0.034202429857518424,0.03420146054264461,0.0,0.0,0.0,0.0,0.9874961895715635
10,16,0.00983,0.32716991850214694,0.32716397124345553,0.028735632183908066,0.02839506172839501,0.029228366275917794,0.029469548133595314,0.9931013459705178
7,24,0.01115,0.07830631483472705,0.07830334387394944,0.028735632183908066,0.02839506172839501,0.029228366275917794,0.029469548133595314,0.9825377819878731
16,8,0.00665,0.38342319215151865,0.3834163734517526,0.0,0.0,0.0,0.0,0.9816754502341878
1,20,0.00989,0.40547403594337206,0.40546731511740497,0.028735632183908066,0.02839506172839501,0.029228366275917794,0.029469548133595314,0.9989220853078935
13,20,0.00954,0.6273382656525954,0.6273267894269285,0.0,0.0,0.0,0.0,0.9874961895715635
16,4,0.00755,0.7195936344375651,0.7195807290485356,0.028735632183908066,0.02839506172839501,0.029228366275917794,0.029469548133595314,0.9816754502341878
13,16,0.01032,0.022053041185355227,0.022050941665652357,0.0,0.0,0.0,0.0,0.9816754502341878
4,24,0.01006,0.5247309760800402,0.5247224077989947,0.0,0.0,0.0,0.0,0.9883585213252486
13,8,0.0078,0.25651492784113517,0.2565109540698345,0.028735632183908066,0.02839506172839501,0.029228366275917794,0.029469548133595314,0.9997844170615786
4,20,0.01106,0.1939617270217342,0.19395828281420813,0.028735632183908066,0.02839506172839501,0.029228366275917794,0.029469548133595314,0.9816754502341878
16,20,0.01081,0.19756325497139515,0.19755843655553917,0.028735632183908066,0.02839506172839501,0.029228366275917794,0.029469548133595314,0.9816754502341878
13,4,0.00627,0.6979910589201052,0.6979798066005496,0.028735632183908066,0.02839506172839501,0.029228366275917794,0.029469548133595314,0.98857410426367
16,16,0.00939,0.3244693218882767,0.3244638559374573,0.028735632183908066,0.02839506172839501,0.029228366275917794,0.029469548133595314,0.9920234312784111
1,24,0.01077,0.39287418160331355,0.3928667770227465,0.0,0.0,0.0,0.0,0.9997844170615786
7,20,0.00937,0.5886355739031273,0.5886251367076202,0.028735632183908066,0.02839506172839501,0.029228366275917794,0.029469548133595314,0.9892208530789339
10,8,0.00817,0.31636972944016795,0.3163635100194625,0.0,0.0,0.0,0.0,0.9997844170615786
10,4,0.00832,0.6912406660821806,0.6912295183355539,0.0,0.0,0.0,0.0,0.9825377819878731
16,12,0.00863,0.3991741087733428,0.3991670460700758,0.028735632183908066,0.02839506172839501,0.029228366275917794,0.029469548133595314,0.9997844170615786
16,24,0.01444,0.0,0.0,0.028735632183908066,0.02839506172839501,0.029228366275917794,0.029469548133595314,0.9997844170615786
7,4,0.00722,0.7200419027119584,0.7200307482662021,0.0,0.0,0.0,0.0,0.9825377819878731
4,4,0.00742,0.5562328093236883,0.5562237530356411,0.028735632183908066,0.02839506172839501,0.029228366275917794,0.029469548133595314,0.9816754502341878
10,12,0.00832,0.1278091956461741,0.12780545781725083,0.028735632183908066,0.02839506172839501,0.029228366275917794,0.029469548133595314,0.9816754502341878
10,24,0.01179,0.9270539497416466,0.9270395883927351,0.028735632183908066,0.02839506172839501,0.029228366275917794,0.029469548133595314,0.9987065023694721
1,4,0.0061,0.37172207175374894,0.37171587379242677,0.028735632183908066,0.02839506172839501,0.029228366275917794,0.029469548133595314,1.0
13,12,0.00843,0.23221395310330695,0.23220991631585008,0.028735632183908066,0.02839506172839501,0.029228366275917794,0.029469548133595314,0.9997844170615786
13,24,0.01022,0.20116258552755417,0.20115859029687022,0.028735632183908066,0.02839506172839501,0.029228366275917794,0.029469548133595314,0.9892208530789339
7,12,0.01047,0.2763178380805156,0.276311799647155,0.0,0.0,0.0,0.0,0.9939636777242031
1,8,0.00792,0.600336694300897,0.600325636366946,0.028735632183908066,0.02839506172839501,0.029228366275917794,0.029469548133595314,0.9816754502341878
4,12,0.009,0.1593110288898223,0.15930680305389722,0.028735632183908066,0.02839506172839501,0.029228366275917794,0.029469548133595314,0.9997844170615786
1,16,0.01116,0.5107797247362955,0.5107718120513371,0.028735632183908066,0.02839506172839501,0.029228366275917794,0.029469548133595314,0.9997844170615786
4,8,0.00762,0.24166494255510185,0.241660319886844,0.0,0.0,0.0,0.0,0.9883585213252486
1,12,0.01112,0.34112116984589147,0.3411145669911132,0.028735632183908066,0.02839506172839501,0.029228366275917794,0.029469548133595314,0.9816754502341878
4,16,0.00969,0.33797010756412593,0.33796443246744856,0.028735632183908066,0.02839506172839501,0.029228366275917794,0.029469548133595314,0.98857410426367
7,8,0.00692,0.3150183324364818,0.3150134523664634,0.028735632183908066,0.02839506172839501,0.029228366275917794,0.029469548133595314,0.9872806066331421
7,16,0.00889,0.4626282409285345,0.46261975576103476,0.028735632183908066,0.02839506172839501,0.029228366275917794,0.029469548133595314,0.9997844170615786
