MaxTenuringThreshold,ParallelGCThreads,avgGCPause,avgPromotion,promotionTotal,totalHeapUsedMaxpc,totalHeapUsedMax,totalYoungUsedMax,totalYoungUsedMaxpc,totalTenuredUsedMax
1,16,0.00834,0.3500535950845275,0.35757575757575755,0.4285714285714284,0.4339622641509431,0.42856321618825,0.4326923076923075,0.0
4,12,0.00928,0.4859770502424289,0.49641873278236914,0.4285714285714284,0.4339622641509431,0.42856321618825,0.4326923076923075,0.03724137931034521
7,12,0.00743,0.35544734118341104,0.36308539944903584,0.4285714285714284,0.4339622641509431,0.42856321618825,0.4326923076923075,0.03931034482758644
7,16,0.00854,0.6100332105167514,0.6231404958677685,0.5714285714285716,0.5660377358490565,0.5714176215843327,0.5769230769230766,0.03931034482758644
4,16,0.00893,0.4385131380382882,0.4479338842975207,0.4285714285714284,0.4339622641509431,0.4285823784156668,0.4326923076923075,0.015862068965517562
1,12,0.00822,0.5183395268357305,0.5294765840220386,0.5714285714285716,0.5660377358490565,0.5714176215843327,0.5769230769230766,0.026206896551724146
7,4,0.00581,0.6116502808803815,0.6247933884297521,0.4285714285714284,0.4339622641509431,0.42856321618825,0.4326923076923075,0.002068965517241672
4,4,0.00719,0.8495150105741653,0.8677685950413223,0.5714285714285716,0.5660377358490565,0.5714176215843327,0.5769230769230766,0.0006896551724140387
1,4,0.00629,0.8398073210622098,0.8578512396694215,0.4285714285714284,0.4339622641509431,0.42856321618825,0.4326923076923075,0.03931034482758644
10,12,0.00851,0.6337651666188218,0.6473829201101928,0.5714285714285716,0.5660377358490565,0.5714176215843327,0.5769230769230766,0.01379310344827589
4,24,0.01281,0.9742343277174814,0.9951672262396694,0.5714285714285716,0.5660377358490565,0.5714176215843327,0.5769230769230766,0.038620689655172846
16,4,0.00771,0.8225462800797474,0.8402203856749311,0.4285714285714284,0.4339622641509431,0.42856321618825,0.4326923076923075,0.03931034482758644
10,24,0.0103,0.4660191362105246,0.4760330578512396,0.4285714285714284,0.4339622641509431,0.4285440539608327,0.4326923076923075,0.03931034482758644
1,20,0.01024,0.3354920608165942,0.3426997245179063,0.5714285714285716,0.5660377358490565,0.5714176215843327,0.5769230769230766,0.0006896551724140387
16,8,0.00722,0.9743349337238181,0.9952699939738291,0.5714285714285716,0.5660377358490565,0.5714176215843327,0.5769230769230766,0.0006896551724140387
13,12,0.0074,0.9741827078817695,0.995114497245179,0.5714285714285716,0.5660377358490565,0.5714176215843327,0.5769230769230766,0.03931034482758644
1,8,0.00723,0.5032380912248913,0.5140495867768595,0.4285714285714284,0.4339622641509431,0.42856321618825,0.4326923076923075,0.0006896551724140387
7,24,0.00986,0.035059349642743376,0.03581267217630857,0.4285714285714284,0.4339622641509431,0.42856321618825,0.4326923076923075,0.0
13,24,0.01207,0.6192036323508885,0.6325068870523416,0.5714285714285716,0.5660377358490565,0.5714367838117504,0.5769230769230766,0.03931034482758644
16,12,0.00824,0.5204964985422664,0.5316804407713498,0.22857142857142865,0.24528301886792425,0.23809067566013864,0.24038461538461497,0.03931034482758644
4,8,0.0062,0.9741827078817695,0.995114497245179,0.5714285714285716,0.5660377358490565,0.5714176215843327,0.5769230769230766,0.0027586206896552667
10,4,0.0068,0.8851142615598144,0.9041322314049586,0.5714285714285716,0.5660377358490565,0.5714176215843327,0.5769230769230766,0.01379310344827589
16,24,0.01499,0.6192036323508885,0.6325068870523416,0.0,0.0,0.0,0.0,0.0006896551724140387
10,8,0.00731,0.5291270190334976,0.5404958677685949,0.4285714285714284,0.4339622641509431,0.42856321618825,0.4326923076923075,0.0
7,20,0.00943,0.6008627886826143,0.6137741046831955,0.5714285714285716,0.5660377358490565,0.5714176215843327,0.5769230769230766,0.023448275862069323
7,8,0.00753,0.8160753649601394,0.8336088154269972,0.5714285714285716,0.5660377358490565,0.5714176215843327,0.5769230769230766,0.0006896551724140387
1,24,0.01031,0.7421799899393994,0.7581267217630854,0.4285714285714284,0.4339622641509431,0.4285440539608327,0.4326923076923075,0.03931034482758644
13,4,0.00597,0.6413158844242413,0.6550964187327823,0.4285714285714284,0.4339622641509431,0.42856321618825,0.4326923076923075,0.02206896551724169
4,20,0.00943,0.2745411497001572,0.28044077134986223,0.5714285714285716,0.5660377358490565,0.5714176215843327,0.5769230769230766,0.01379310344827589
13,8,0.0072,0.7206050055438651,0.7360881542699724,0.5714285714285716,0.5660377358490565,0.5714176215843327,0.5769230769230766,0.01379310344827589
16,20,0.00931,0.3425028772791079,0.349862258953168,0.5714285714285716,0.5660377358490565,0.5713984593569155,0.5769230769230766,0.0006896551724140387
16,16,0.00939,0.7594410309218618,0.7757575757575756,0.0,0.0,0.0,0.0,0.0006896551724140387
10,20,0.00875,0.7605181999425861,0.7768595041322314,0.5714285714285716,0.5660377358490565,0.5714176215843327,0.5769230769230766,0.0027586206896552667
10,16,0.00956,0.5307440893971278,0.5421487603305785,0.0,0.0,0.0,0.0,0.03931034482758644
13,20,0.01016,0.4336566596172231,0.4429752066115702,0.4285714285714284,0.4339622641509431,0.42856321618825,0.4326923076923075,0.03517241379310354
13,16,0.00881,0.6715213893110068,0.6859504132231404,0.5714285714285716,0.5660377358490565,0.5714176215843327,0.5769230769230766,0.0006896551724140387
